Subject_ID,Session_ID,Round_ID,Condition,Agent_Utility,Human_Utility,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Bidder,Agent_Move,User_Move,Scaled_Time,Norm_Arousal,Norm_Valence
53,2,14,FC,0.825,0.6,0.106310062110424,-0.0301024112850427,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,concession,,0.2782077777777778,0.106310062110424,-0.0301024112850427
54,1,1,FC,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.04083,0.0,0.0
54,1,2,FC,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.04749222222222222,0.0,0.0
54,1,3,FC,0.475,0.95,0.1024606227874755,0.0290198493748903,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Human,,unfortunate,0.09416111111111111,0.1024606227874755,0.0290198493748903
54,1,4,FC,0.9,0.575,0.1024606227874755,0.0290198493748903,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Agent,fortunate,,0.1063866666666667,0.1024606227874755,0.0290198493748903
54,1,5,FC,0.7,0.85,0.00116294529289,0.3182808756828308,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Human,,concession,0.1363844444444444,0.00116294529289,0.3182808756828308
54,1,6,FC,0.9,0.55,0.00116294529289,0.3182808756828308,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Agent,selfish,,0.1441588888888889,0.00116294529289,0.3182808756828308
54,1,7,FC,0.325,0.825,0.069976307451725,-0.1807220727205276,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Human,,unfortunate,0.1741622222222222,0.069976307451725,-0.1807220727205276
54,1,8,FC,0.85,0.525,0.069976307451725,-0.1807220727205276,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Agent,unfortunate,,0.1930466666666667,0.069976307451725,-0.1807220727205276
54,1,9,FC,0.65,0.825,-0.1028563603758812,-0.0467212088406086,0.6772140860557556,-0.8495957255363464,0.6916434168815613,-0.5535865426063538,Human,,nice,0.2241577777777778,-0.1028563603758812,-0.0467212088406086
